./output_stat/69040/69040_100_10.0.data : 
SLIC : k :500 m :0.5 psnr :28.9245 SizeCompressed : 125646 Recall :0.972323
WATERPIXEL : k :500 m :0.5 psnr :20.266 SizeCompressed : 56913 Recall :0.490889
./output_stat/69040/69040_2500_0.5.data : 
SNIC : k :2500 m :0.5 psnr :23.7206 SizeCompressed : 102975 Recall :0.9082
SLIC : k :2500 m :0.5 psnr :30.6902 SizeCompressed : 150575 Recall :0.990889
WATERPIXEL : k :2500 m :0.5 psnr :21.8658 SizeCompressed : 72543 Recall :0.796545
./output_stat/69040/69040_20000_10.0.data : 
SNIC : k :20000 m :10 psnr :29.3479 SizeCompressed : 260596 Recall :1
SLIC : k :20000 m :10 psnr :32.6202 SizeCompressed : 269947 Recall :1
WATERPIXEL : k :20000 m :10 psnr :24.6464 SizeCompressed : 149595 Recall :0.99957
./output_stat/69040/69040_100_1.0.data : 
SNIC : k :100 m :1 psnr :19.7567 SizeCompressed : 54388 Recall :0.353189
SLIC : k :100 m :1 psnr :27.6795 SizeCompressed : 101127 Recall :0.936135
WATERPIXEL : k :100 m :1 psnr :19.471 SizeCompressed : 51976 Recall :0.272047
./output_stat/69040/69040_10000_1.0.data : 
SNIC : k :10000 m :1 psnr :27.4493 SizeCompressed : 185917 Recall :0.998195
SLIC : k :10000 m :1 psnr :33.1594 SizeCompressed : 223702 Recall :0.99957
WATERPIXEL : k :10000 m :1 psnr :22.7003 SizeCompressed : 124439 Recall :0.957882
./output_stat/69040/69040_5000_4.0.data : 
SNIC : k :5000 m :4 psnr :25.2634 SizeCompressed : 132135 Recall :0.973526
SLIC : k :5000 m :4 psnr :30.9854 SizeCompressed : 163434 Recall :0.992264
WATERPIXEL : k :5000 m :4 psnr :22.7576 SizeCompressed : 85083 Recall :0.913529
./output_stat/69040/69040_5000_1.0.data : 
SNIC : k :5000 m :1 psnr :25.329 SizeCompressed : 134019 Recall :0.971033
SLIC : k :5000 m :1 psnr :31.8291 SizeCompressed : 179594 Recall :0.994929
WATERPIXEL : k :5000 m :1 psnr :22.5463 SizeCompressed : 89078 Recall :0.898573
./output_stat/69040/69040_5000_10.0.data : 
SNIC : k :5000 m :10 psnr :25.0824 SizeCompressed : 129483 Recall :0.974471
SLIC : k :5000 m :10 psnr :29.392 SizeCompressed : 145834 Recall :0.990803
WATERPIXEL : k :5000 m :10 psnr :22.7459 SizeCompressed : 80952 Recall :0.899691
./output_stat/69040/69040_15000_0.5.data : 
SNIC : k :15000 m :0.5 psnr :28.7514 SizeCompressed : 229955 Recall :0.999914
SLIC : k :15000 m :0.5 psnr :34.7025 SizeCompressed : 267761 Recall :1
WATERPIXEL : k :15000 m :0.5 psnr :23.2438 SizeCompressed : 155736 Recall :0.986161
./output_stat/69040/69040_2500_2.0.data : 
SNIC : k :2500 m :2 psnr :23.7063 SizeCompressed : 101514 Recall :0.907341
SLIC : k :2500 m :2 psnr :30.3877 SizeCompressed : 142767 Recall :0.985989
WATERPIXEL : k :2500 m :2 psnr :21.9461 SizeCompressed : 71796 Recall :0.809438
./output_stat/69040/69040_2500_10.0.data : 
SNIC : k :2500 m :10 psnr :23.4971 SizeCompressed : 98283 Recall :0.90863
SLIC : k :2500 m :10 psnr :28.428 SizeCompressed : 118256 Recall :0.960461
WATERPIXEL : k :2500 m :10 psnr :21.9269 SizeCompressed : 67893 Recall :0.77093
./output_stat/69040/69040_500_8.0.data : 
SNIC : k :500 m :8 psnr :20.8631 SizeCompressed : 66989 Recall :0.615352
SLIC : k :500 m :8 psnr :27.4277 SizeCompressed : 100609 Recall :0.90141
WATERPIXEL : k :500 m :8 psnr :20.4768 SizeCompressed : 55722 Recall :0.521403
./output_stat/69040/69040_20000_2.0.data : 
SNIC : k :20000 m :2 psnr :29.6551 SizeCompressed : 268459 Recall :1
SLIC : k :20000 m :2 psnr :34.9902 SizeCompressed : 291135 Recall :1
WATERPIXEL : k :20000 m :2 psnr :23.9822 SizeCompressed : 176687 Recall :0.996734
./output_stat/69040/69040_20000_8.0.data : 
SNIC : k :20000 m :8 psnr :29.4258 SizeCompressed : 261979 Recall :1
SLIC : k :20000 m :8 psnr :33.1244 SizeCompressed : 272719 Recall :1
WATERPIXEL : k :20000 m :8 psnr :24.5306 SizeCompressed : 154061 Recall :0.999226
./output_stat/69040/69040_100_4.0.data : 
SNIC : k :100 m :4 psnr :19.7224 SizeCompressed : 54072 Recall :0.345539
SLIC : k :100 m :4 psnr :27.2678 SizeCompressed : 93804 Recall :0.906825
WATERPIXEL : k :100 m :4 psnr :19.6354 SizeCompressed : 51780 Recall :0.3011
./output_stat/69040/69040_5000_2.0.data : 
SNIC : k :5000 m :2 psnr :25.2803 SizeCompressed : 133092 Recall :0.972237
SLIC : k :5000 m :2 psnr :31.5508 SizeCompressed : 173713 Recall :0.993897
WATERPIXEL : k :5000 m :2 psnr :22.6263 SizeCompressed : 87844 Recall :0.907341
./output_stat/69040/69040_15000_2.0.data : 
SNIC : k :15000 m :2 psnr :28.7133 SizeCompressed : 227888 Recall :0.999914
SLIC : k :15000 m :2 psnr :34.2362 SizeCompressed : 257747 Recall :1
WATERPIXEL : k :15000 m :2 psnr :23.4907 SizeCompressed : 150603 Recall :0.987622
./output_stat/69040/69040_2500_8.0.data : 
SNIC : k :2500 m :8 psnr :23.5272 SizeCompressed : 98840 Recall :0.90777
SLIC : k :2500 m :8 psnr :28.8759 SizeCompressed : 122615 Recall :0.96579
WATERPIXEL : k :2500 m :8 psnr :21.9566 SizeCompressed : 68681 Recall :0.782276
./output_stat/69040/69040_10000_4.0.data : 
SNIC : k :10000 m :4 psnr :27.3931 SizeCompressed : 183178 Recall :0.998367
SLIC : k :10000 m :4 psnr :32.2652 SizeCompressed : 208785 Recall :0.999828
WATERPIXEL : k :10000 m :4 psnr :23.1161 SizeCompressed : 117574 Recall :0.970603
./output_stat/69040/69040_2500_1.0.data : 
SNIC : k :2500 m :1 psnr :23.6749 SizeCompressed : 102463 Recall :0.907598
SLIC : k :2500 m :1 psnr :30.609 SizeCompressed : 147948 Recall :0.988912
WATERPIXEL : k :2500 m :1 psnr :21.8721 SizeCompressed : 72509 Recall :0.809438
./output_stat/69040/69040_20000_1.0.data : 
SNIC : k :20000 m :1 psnr :29.6647 SizeCompressed : 269535 Recall :1
SLIC : k :20000 m :1 psnr :35.3497 SizeCompressed : 297812 Recall :1
WATERPIXEL : k :20000 m :1 psnr :23.7362 SizeCompressed : 183817 Recall :0.994585
./output_stat/69040/69040_500_10.0.data : 
SNIC : k :500 m :10 psnr :20.8252 SizeCompressed : 66248 Recall :0.616813
SLIC : k :500 m :10 psnr :26.9475 SizeCompressed : 96020 Recall :0.880523
WATERPIXEL : k :500 m :10 psnr :20.4703 SizeCompressed : 55223 Recall :0.513667
./output_stat/69040/69040_500_2.0.data : 
SNIC : k :500 m :2 psnr :20.9794 SizeCompressed : 68807 Recall :0.636926
SLIC : k :500 m :2 psnr :28.7101 SizeCompressed : 120128 Recall :0.966306
WATERPIXEL : k :500 m :2 psnr :20.4167 SizeCompressed : 56927 Recall :0.517449
./output_stat/69040/69040_100_2.0.data : 
SNIC : k :100 m :2 psnr :19.7139 SizeCompressed : 54112 Recall :0.345023
SLIC : k :100 m :2 psnr :27.5451 SizeCompressed : 98600 Recall :0.927798
WATERPIXEL : k :100 m :2 psnr :19.5992 SizeCompressed : 52314 Recall :0.29749
./output_stat/69040/69040_10000_2.0.data : 
SNIC : k :10000 m :2 psnr :27.4377 SizeCompressed : 184681 Recall :0.997937
SLIC : k :10000 m :2 psnr :32.8434 SizeCompressed : 218490 Recall :0.999828
WATERPIXEL : k :10000 m :2 psnr :22.9285 SizeCompressed : 121492 Recall :0.964587
./output_stat/69040/69040_20000_4.0.data : 
SNIC : k :20000 m :4 psnr :29.5656 SizeCompressed : 265706 Recall :1
SLIC : k :20000 m :4 psnr :34.3116 SizeCompressed : 282156 Recall :1
WATERPIXEL : k :20000 m :4 psnr :24.1526 SizeCompressed : 169064 Recall :0.998109
./output_stat/69040/69040_2500_4.0.data : 
SNIC : k :2500 m :4 psnr :23.6165 SizeCompressed : 100656 Recall :0.906481
SLIC : k :2500 m :4 psnr :29.8982 SizeCompressed : 134389 Recall :0.97662
WATERPIXEL : k :2500 m :4 psnr :21.9872 SizeCompressed : 70567 Recall :0.808836
./output_stat/69040/69040_10000_0.5.data : 
SNIC : k :10000 m :0.5 psnr :27.4828 SizeCompressed : 186469 Recall :0.997335
SLIC : k :10000 m :0.5 psnr :33.2658 SizeCompressed : 226651 Recall :0.999656
WATERPIXEL : k :10000 m :0.5 psnr :22.6138 SizeCompressed : 124697 Recall :0.960117
./output_stat/69040/69040_15000_8.0.data : 
SNIC : k :15000 m :8 psnr :28.5418 SizeCompressed : 222845 Recall :0.999656
SLIC : k :15000 m :8 psnr :32.3603 SizeCompressed : 239055 Recall :0.999914
WATERPIXEL : k :15000 m :8 psnr :23.9678 SizeCompressed : 132943 Recall :0.995874
./output_stat/69040/69040_500_4.0.data : 
SNIC : k :500 m :4 psnr :20.9852 SizeCompressed : 67766 Recall :0.627557
SLIC : k :500 m :4 psnr :28.3251 SizeCompressed : 112397 Recall :0.941465
WATERPIXEL : k :500 m :4 psnr :20.5024 SizeCompressed : 56357 Recall :0.544181
./output_stat/69040/69040_10000_8.0.data : 
SNIC : k :10000 m :8 psnr :27.2659 SizeCompressed : 180643 Recall :0.997765
SLIC : k :10000 m :8 psnr :31.1616 SizeCompressed : 196645 Recall :0.999742
WATERPIXEL : k :10000 m :8 psnr :23.3096 SizeCompressed : 110543 Recall :0.979113
./output_stat/69040/69040_20000_0.5.data : 
SNIC : k :20000 m :0.5 psnr :29.6843 SizeCompressed : 270413 Recall :1
SLIC : k :20000 m :0.5 psnr :35.4679 SizeCompressed : 301846 Recall :1
WATERPIXEL : k :20000 m :0.5 psnr :23.7347 SizeCompressed : 185400 Recall :0.994499
./output_stat/69040/69040_10000_10.0.data : 
SNIC : k :10000 m :10 psnr :27.2024 SizeCompressed : 179662 Recall :0.997765
SLIC : k :10000 m :10 psnr :30.6736 SizeCompressed : 192615 Recall :0.999828
WATERPIXEL : k :10000 m :10 psnr :23.3794 SizeCompressed : 107415 Recall :0.980918
./output_stat/69040/69040_500_1.0.data : 
SNIC : k :500 m :1 psnr :21.0047 SizeCompressed : 69019 Recall :0.638044
SLIC : k :500 m :1 psnr :28.8597 SizeCompressed : 123814 Recall :0.969314
WATERPIXEL : k :500 m :1 psnr :20.371 SizeCompressed : 56825 Recall :0.499312
./output_stat/69040/69040_15000_10.0.data : 
SNIC : k :15000 m :10 psnr :28.4758 SizeCompressed : 221881 Recall :0.999656
SLIC : k :15000 m :10 psnr :31.8638 SizeCompressed : 235138 Recall :1
WATERPIXEL : k :15000 m :10 psnr :24.0791 SizeCompressed : 129299 Recall :0.997249
./output_stat/157055/157055_10000_4.0.data : 
SNIC : k :10000 m :4 psnr :27.4439 SizeCompressed : 180840 Recall :0.99867
SLIC : k :10000 m :4 psnr :32.2846 SizeCompressed : 200646 Recall :0.999947
WATERPIXEL : k :10000 m :4 psnr :23.6522 SizeCompressed : 117026 Recall :0.985854
./output_stat/157055/157055_2500_2.0.data : 
SNIC : k :2500 m :2 psnr :24.4097 SizeCompressed : 99403 Recall :0.952031
SLIC : k :2500 m :2 psnr :29.9901 SizeCompressed : 128408 Recall :0.989524
WATERPIXEL : k :2500 m :2 psnr :22.4353 SizeCompressed : 72564 Recall :0.889492
./output_stat/157055/157055_5000_8.0.data : 
SNIC : k :5000 m :8 psnr :25.5268 SizeCompressed : 126000 Recall :0.986545
SLIC : k :5000 m :8 psnr :30.0158 SizeCompressed : 139592 Recall :0.994097
WATERPIXEL : k :5000 m :8 psnr :23.2869 SizeCompressed : 80013 Recall :0.93996
./output_stat/157055/157055_2500_4.0.data : 
SNIC : k :2500 m :4 psnr :24.3641 SizeCompressed : 97117 Recall :0.952829
SLIC : k :2500 m :4 psnr :29.624 SizeCompressed : 119933 Recall :0.982557
WATERPIXEL : k :2500 m :4 psnr :22.488 SizeCompressed : 69913 Recall :0.882046
./output_stat/157055/157055_10000_2.0.data : 
SNIC : k :10000 m :2 psnr :27.5009 SizeCompressed : 183655 Recall :0.998777
SLIC : k :10000 m :2 psnr :32.7359 SizeCompressed : 210199 Recall :0.999894
WATERPIXEL : k :10000 m :2 psnr :23.4405 SizeCompressed : 122762 Recall :0.982823
./output_stat/157055/157055_5000_2.0.data : 
SNIC : k :5000 m :2 psnr :25.7083 SizeCompressed : 131126 Recall :0.986758
SLIC : k :5000 m :2 psnr :31.3512 SizeCompressed : 160887 Recall :0.997128
WATERPIXEL : k :5000 m :2 psnr :23.1324 SizeCompressed : 88213 Recall :0.948734
./output_stat/157055/157055_5000_1.0.data : 
SNIC : k :5000 m :1 psnr :25.712 SizeCompressed : 132902 Recall :0.985269
SLIC : k :5000 m :1 psnr :31.5808 SizeCompressed : 168440 Recall :0.997979
WATERPIXEL : k :5000 m :1 psnr :22.9726 SizeCompressed : 91819 Recall :0.945012
./output_stat/157055/157055_5000_4.0.data : 
SNIC : k :5000 m :4 psnr :25.6212 SizeCompressed : 128833 Recall :0.987077
SLIC : k :5000 m :4 psnr :30.8746 SizeCompressed : 150581 Recall :0.995852
WATERPIXEL : k :5000 m :4 psnr :23.2258 SizeCompressed : 83405 Recall :0.949426
./output_stat/157055/157055_500_2.0.data : 
SNIC : k :500 m :2 psnr :21.5304 SizeCompressed : 66115 Recall :0.786801
SLIC : k :500 m :2 psnr :27.3239 SizeCompressed : 98108 Recall :0.961338
WATERPIXEL : k :500 m :2 psnr :20.6075 SizeCompressed : 54897 Recall :0.70602
./output_stat/157055/157055_500_8.0.data : 
SNIC : k :500 m :8 psnr :21.1858 SizeCompressed : 63134 Recall :0.759253
SLIC : k :500 m :8 psnr :26.505 SizeCompressed : 82454 Recall :0.91188
WATERPIXEL : k :500 m :8 psnr :20.788 SizeCompressed : 52810 Recall :0.682621
./output_stat/157055/157055_15000_1.0.data : 
SNIC : k :15000 m :1 psnr :28.6926 SizeCompressed : 230189 Recall :0.999575
SLIC : k :15000 m :1 psnr :34.2814 SizeCompressed : 260650 Recall :1
WATERPIXEL : k :15000 m :1 psnr :23.6852 SizeCompressed : 162327 Recall :0.993246
./output_stat/157055/157055_10000_8.0.data : 
SNIC : k :10000 m :8 psnr :27.3487 SizeCompressed : 177530 Recall :0.998511
SLIC : k :10000 m :8 psnr :31.4061 SizeCompressed : 190633 Recall :0.999894
WATERPIXEL : k :10000 m :8 psnr :23.8016 SizeCompressed : 108524 Recall :0.986386
./output_stat/157055/157055_15000_8.0.data : 
SNIC : k :15000 m :8 psnr :28.5034 SizeCompressed : 221021 Recall :0.999787
SLIC : k :15000 m :8 psnr :32.516 SizeCompressed : 236788 Recall :1
WATERPIXEL : k :15000 m :8 psnr :24.4001 SizeCompressed : 129804 Recall :0.997607
./output_stat/157055/157055_15000_4.0.data : 
SNIC : k :15000 m :4 psnr :28.609 SizeCompressed : 224114 Recall :0.99984
SLIC : k :15000 m :4 psnr :33.4851 SizeCompressed : 246033 Recall :1
WATERPIXEL : k :15000 m :4 psnr :24.2198 SizeCompressed : 140899 Recall :0.99649
./output_stat/157055/157055_500_10.0.data : 
SNIC : k :500 m :10 psnr :21.0356 SizeCompressed : 62553 Recall :0.752234
SLIC : k :500 m :10 psnr :26.2074 SizeCompressed : 79751 Recall :0.898958
WATERPIXEL : k :500 m :10 psnr :20.7787 SizeCompressed : 52530 Recall :0.666082
./output_stat/157055/157055_2500_0.5.data : 
SNIC : k :2500 m :0.5 psnr :24.4352 SizeCompressed : 102159 Recall :0.9515
SLIC : k :2500 m :0.5 psnr :30.2278 SizeCompressed : 137993 Recall :0.993246
WATERPIXEL : k :2500 m :0.5 psnr :22.3074 SizeCompressed : 74061 Recall :0.880291
./output_stat/157055/157055_5000_0.5.data : 
SNIC : k :5000 m :0.5 psnr :25.7418 SizeCompressed : 134284 Recall :0.985907
SLIC : k :5000 m :0.5 psnr :31.6788 SizeCompressed : 173082 Recall :0.998192
WATERPIXEL : k :5000 m :0.5 psnr :22.9569 SizeCompressed : 93187 Recall :0.940332
./output_stat/157055/157055_2500_1.0.data : 
SNIC : k :2500 m :1 psnr :24.4335 SizeCompressed : 100735 Recall :0.951925
SLIC : k :2500 m :1 psnr :30.1708 SizeCompressed : 134427 Recall :0.992342
WATERPIXEL : k :2500 m :1 psnr :22.3031 SizeCompressed : 73608 Recall :0.882312
./output_stat/157055/157055_10000_1.0.data : 
SNIC : k :10000 m :1 psnr :27.5215 SizeCompressed : 186035 Recall :0.99867
SLIC : k :10000 m :1 psnr :33.005 SizeCompressed : 218011 Recall :1
WATERPIXEL : k :10000 m :1 psnr :23.1593 SizeCompressed : 128489 Recall :0.980217
./output_stat/157055/157055_20000_2.0.data : 
SNIC : k :20000 m :2 psnr :29.5079 SizeCompressed : 269682 Recall :0.999947
SLIC : k :20000 m :2 psnr :34.8217 SizeCompressed : 290835 Recall :1
WATERPIXEL : k :20000 m :2 psnr :24.4719 SizeCompressed : 176148 Recall :0.999043
./output_stat/157055/157055_2500_8.0.data : 
SNIC : k :2500 m :8 psnr :24.2253 SizeCompressed : 94910 Recall :0.951287
SLIC : k :2500 m :8 psnr :28.9019 SizeCompressed : 109636 Recall :0.975643
WATERPIXEL : k :2500 m :8 psnr :22.5169 SizeCompressed : 66664 Recall :0.856414
./output_stat/157055/157055_100_10.0.data : 
SNIC : k :100 m :10 psnr :17.7185 SizeCompressed : 51863 Recall :0.509892
SLIC : k :100 m :10 psnr :24.2007 SizeCompressed : 66424 Recall :0.844767
WATERPIXEL : k :100 m :10 psnr :18.6053 SizeCompressed : 49607 Recall :0.488513
./output_stat/157055/157055_15000_0.5.data : 
SNIC : k :15000 m :0.5 psnr :28.7226 SizeCompressed : 232114 Recall :0.999521
SLIC : k :15000 m :0.5 psnr :34.4092 SizeCompressed : 265456 Recall :1
WATERPIXEL : k :15000 m :0.5 psnr :23.714 SizeCompressed : 162861 Recall :0.993831
./output_stat/157055/157055_2500_10.0.data : 
SNIC : k :2500 m :10 psnr :24.1661 SizeCompressed : 94091 Recall :0.951127
SLIC : k :2500 m :10 psnr :28.5651 SizeCompressed : 106367 Recall :0.972719
WATERPIXEL : k :2500 m :10 psnr :22.4688 SizeCompressed : 65904 Recall :0.846682
./output_stat/157055/157055_20000_1.0.data : 
SNIC : k :20000 m :1 psnr :29.549 SizeCompressed : 272804 Recall :0.999947
SLIC : k :20000 m :1 psnr :35.0795 SizeCompressed : 297816 Recall :1
WATERPIXEL : k :20000 m :1 psnr :24.1913 SizeCompressed : 191415 Recall :0.998458
./output_stat/157055/157055_100_2.0.data : 
SNIC : k :100 m :2 psnr :18.5848 SizeCompressed : 52789 Recall :0.559934
SLIC : k :100 m :2 psnr :24.8995 SizeCompressed : 78239 Recall :0.92007
WATERPIXEL : k :100 m :2 psnr :18.4764 SizeCompressed : 50340 Recall :0.509466
./output_stat/157055/157055_5000_10.0.data : 
SNIC : k :5000 m :10 psnr :25.4643 SizeCompressed : 124998 Recall :0.98628
SLIC : k :5000 m :10 psnr :29.644 SizeCompressed : 136270 Recall :0.993672
WATERPIXEL : k :5000 m :10 psnr :23.2657 SizeCompressed : 79112 Recall :0.937407
./output_stat/157055/157055_20000_10.0.data : 
SNIC : k :20000 m :10 psnr :29.2565 SizeCompressed : 261209 Recall :0.999894
SLIC : k :20000 m :10 psnr :32.9158 SizeCompressed : 273186 Recall :1
WATERPIXEL : k :20000 m :10 psnr :25.0346 SizeCompressed : 149793 Recall :0.999894
./output_stat/157055/157055_20000_4.0.data : 
SNIC : k :20000 m :4 psnr :29.4413 SizeCompressed : 266202 Recall :0.999894
SLIC : k :20000 m :4 psnr :34.2654 SizeCompressed : 282611 Recall :1
WATERPIXEL : k :20000 m :4 psnr :24.645 SizeCompressed : 165607 Recall :0.999362
./output_stat/157055/157055_500_0.5.data : 
SNIC : k :500 m :0.5 psnr :21.6364 SizeCompressed : 68087 Recall :0.796692
SLIC : k :500 m :0.5 psnr :27.5557 SizeCompressed : 104175 Recall :0.970432
WATERPIXEL : k :500 m :0.5 psnr :20.5276 SizeCompressed : 54934 Recall :0.687566
./output_stat/157055/157055_20000_8.0.data : 
SNIC : k :20000 m :8 psnr :29.3277 SizeCompressed : 262543 Recall :0.999894
SLIC : k :20000 m :8 psnr :33.3139 SizeCompressed : 275205 Recall :1
WATERPIXEL : k :20000 m :8 psnr :24.9404 SizeCompressed : 152892 Recall :0.999681
./output_stat/157055/157055_100_1.0.data : 
SNIC : k :100 m :1 psnr :18.7285 SizeCompressed : 53138 Recall :0.56472
SLIC : k :100 m :1 psnr :24.8734 SizeCompressed : 79933 Recall :0.918156
WATERPIXEL : k :100 m :1 psnr :18.2895 SizeCompressed : 50167 Recall :0.484525
./output_stat/157055/157055_20000_0.5.data : 
SNIC : k :20000 m :0.5 psnr :29.5507 SizeCompressed : 275312 Recall :0.999894
SLIC : k :20000 m :0.5 psnr :35.2442 SizeCompressed : 302864 Recall :1
WATERPIXEL : k :20000 m :0.5 psnr :24.1111 SizeCompressed : 194681 Recall :0.998245
./output_stat/157055/157055_100_4.0.data : 
SNIC : k :100 m :4 psnr :18.3329 SizeCompressed : 52407 Recall :0.535418
SLIC : k :100 m :4 psnr :24.7654 SizeCompressed : 74093 Recall :0.900181
WATERPIXEL : k :100 m :4 psnr :18.6811 SizeCompressed : 50120 Recall :0.516805
./output_stat/157055/157055_10000_10.0.data : 
SNIC : k :10000 m :10 psnr :27.327 SizeCompressed : 176451 Recall :0.998617
SLIC : k :10000 m :10 psnr :31.0305 SizeCompressed : 187592 Recall :0.99984
WATERPIXEL : k :10000 m :10 psnr :23.8369 SizeCompressed : 105718 Recall :0.986705
./output_stat/157055/157055_500_4.0.data : 
SNIC : k :500 m :4 psnr :21.4476 SizeCompressed : 64770 Recall :0.775314
SLIC : k :500 m :4 psnr :27.0344 SizeCompressed : 91177 Recall :0.946501
WATERPIXEL : k :500 m :4 psnr :20.776 SizeCompressed : 54489 Recall :0.709743
./output_stat/157055/157055_15000_10.0.data : 
SNIC : k :15000 m :10 psnr :28.4405 SizeCompressed : 219976 Recall :0.999787
SLIC : k :15000 m :10 psnr :32.1103 SizeCompressed : 233783 Recall :0.999947
WATERPIXEL : k :15000 m :10 psnr :24.4751 SizeCompressed : 127558 Recall :0.998086
./output_stat/157055/157055_100_0.5.data : 
SNIC : k :100 m :0.5 psnr :18.661 SizeCompressed : 53197 Recall :0.568922
SLIC : k :100 m :0.5 psnr :24.8297 SizeCompressed : 80661 Recall :0.92007
WATERPIXEL : k :100 m :0.5 psnr :18.3356 SizeCompressed : 49953 Recall :0.508509
./output_stat/157055/157055_15000_2.0.data : 
SNIC : k :15000 m :2 psnr :28.6524 SizeCompressed : 227224 Recall :0.999681
SLIC : k :15000 m :2 psnr :34.0465 SizeCompressed : 253909 Recall :0.999894
WATERPIXEL : k :15000 m :2 psnr :24.0314 SizeCompressed : 152076 Recall :0.995054
./output_stat/157055/157055_100_8.0.data : 
SNIC : k :100 m :8 psnr :17.9882 SizeCompressed : 52177 Recall :0.521325
SLIC : k :100 m :8 psnr :24.3828 SizeCompressed : 68409 Recall :0.859711
WATERPIXEL : k :100 m :8 psnr :18.8091 SizeCompressed : 49860 Recall :0.512816
./output_stat/157055/157055_10000_0.5.data : 
SNIC : k :10000 m :0.5 psnr :27.5389 SizeCompressed : 187700 Recall :0.998564
SLIC : k :10000 m :0.5 psnr :33.1031 SizeCompressed : 223169 Recall :1
WATERPIXEL : k :10000 m :0.5 psnr :23.0583 SizeCompressed : 130582 Recall :0.980164
./output_stat/157055/157055_500_1.0.data : 
SNIC : k :500 m :1 psnr :21.569 SizeCompressed : 67199 Recall :0.79983
SLIC : k :500 m :1 psnr :27.4242 SizeCompressed : 102176 Recall :0.968517
WATERPIXEL : k :500 m :1 psnr :20.5389 SizeCompressed : 54948 Recall :0.69916
./output_stat/41069/41069_2500_8.0.data : 
SNIC : k :2500 m :8 psnr :22.13 SizeCompressed : 96987 Recall :0.922661
SLIC : k :2500 m :8 psnr :28.2876 SizeCompressed : 133581 Recall :0.989706
WATERPIXEL : k :2500 m :8 psnr :21.0065 SizeCompressed : 67284 Recall :0.828032
./output_stat/41069/41069_2500_10.0.data : 
SNIC : k :2500 m :10 psnr :22.0713 SizeCompressed : 96496 Recall :0.925036
SLIC : k :2500 m :10 psnr :27.7335 SizeCompressed : 128396 Recall :0.984559
WATERPIXEL : k :2500 m :10 psnr :20.9947 SizeCompressed : 66666 Recall :0.824733
./output_stat/41069/41069_100_1.0.data : 
SNIC : k :100 m :1 psnr :19.4291 SizeCompressed : 52117 Recall :0.576613
SLIC : k :100 m :1 psnr :27.6811 SizeCompressed : 107003 Recall :0.943645
WATERPIXEL : k :100 m :1 psnr :19.1042 SizeCompressed : 49164 Recall :0.443579
./output_stat/41069/41069_500_8.0.data : 
SNIC : k :500 m :8 psnr :20.4043 SizeCompressed : 64542 Recall :0.734196
SLIC : k :500 m :8 psnr :27.3923 SizeCompressed : 111693 Recall :0.960406
WATERPIXEL : k :500 m :8 psnr :20.0662 SizeCompressed : 52409 Recall :0.614623
./output_stat/41069/41069_100_2.0.data : 
SNIC : k :100 m :2 psnr :19.367 SizeCompressed : 52043 Recall :0.573314
SLIC : k :100 m :2 psnr :27.4717 SizeCompressed : 104459 Recall :0.942062
